transaction_id,product_id,sales_amount,sales_date
501,1008,49.48,2024-02-01
502,1005,82.11,2024-02-02
503,1005,156.01,2024-02-03
504,1001,53.98,2024-02-04
505,1007,456.3,2024-02-05
506,1002,12.96,2024-02-06
507,1006,247.09,2024-02-07
508,1004,70.39,2024-02-08
509,1002,160.76,2024-02-09
510,1000,463.77,2024-02-10
511,1007,89.23,2024-02-11
512,1002,483.26,2024-02-12
513,1001,110.84,2024-02-13
514,1000,373.37,2024-02-14
515,1003,277.87,2024-02-15
516,1007,443.39,2024-02-16
517,1002,281.46,2024-02-17
518,1000,271.93,2024-02-18
519,1003,105.77,2024-02-19
520,1008,91.45,2024-02-20
521,1000,459.08,2024-02-21
522,1001,170.64,2024-02-22
523,1008,192.32,2024-02-23
524,1001,382.31,2024-02-24
525,1002,176.02,2024-02-25
526,1006,476.51,2024-02-26
527,1002,371.58,2024-02-27
528,1008,302.74,2024-02-28
529,1005,441.64,2024-02-29
530,1002,34.31,2024-03-01
531,1008,135.96,2024-03-02
532,1000,237.87,2024-03-03
533,1009,121.22,2024-03-04
534,1002,374.51,2024-03-05
535,1000,460.41,2024-03-06
536,1001,217.65,2024-03-07
537,1007,177.64,2024-03-08
538,1006,481.16,2024-03-09
539,1001,227.98,2024-03-10
540,1001,249.63,2024-03-11
541,1008,182.31,2024-03-12
542,1005,455.68,2024-03-13
543,1004,288.79,2024-03-14
544,1009,383.47,2024-03-15
545,1005,407.79,2024-03-16
546,1008,177.51,2024-03-17
547,1006,222.51,2024-03-18
548,1009,425.75,2024-03-19
549,1009,188.0,2024-03-20
550,1008,399.03,2024-03-21
551,1003,471.09,2024-03-22
552,1001,315.37,2024-03-23
553,1007,373.4,2024-03-24
554,1003,404.5,2024-03-25
555,1008,424.07,2024-03-26
556,1003,203.58,2024-03-27
557,1007,35.12,2024-03-28
558,1008,206.92,2024-03-29
559,1008,340.14,2024-03-30
560,1009,230.67,2024-03-31
561,1003,376.99,2024-04-01
562,1000,184.92,2024-04-02
563,1002,321.02,2024-04-03
564,1008,101.35,2024-04-04
565,1003,377.19,2024-04-05
566,1004,277.39,2024-04-06
567,1006,109.99,2024-04-07
568,1004,153.04,2024-04-08
569,1003,376.82,2024-04-09
570,1001,246.47,2024-04-10
571,1001,115.86,2024-04-11
572,1003,483.96,2024-04-12
573,1009,360.41,2024-04-13
574,1009,479.0,2024-04-14
575,1008,219.28,2024-04-15
576,1007,242.8,2024-04-16
577,1002,450.0,2024-04-17
578,1008,267.27,2024-04-18
579,1004,356.57,2024-04-19
580,1002,133.56,2024-04-20
581,1004,228.9,2024-04-21
582,1009,70.49,2024-04-22
583,1003,110.93,2024-04-23
584,1007,10.46,2024-04-24
585,1004,29.24,2024-04-25
586,1009,488.87,2024-04-26
587,1007,128.75,2024-04-27
588,1008,335.02,2024-04-28
589,1003,421.16,2024-04-29
590,1006,279.82,2024-04-30
591,1001,85.04,2024-05-01
592,1005,366.78,2024-05-02
593,1007,304.12,2024-05-03
594,1006,368.31,2024-05-04
595,1006,387.18,2024-05-05
596,1007,487.95,2024-05-06
597,1006,291.05,2024-05-07
598,1004,177.4,2024-05-08
599,1006,327.75,2024-05-09
600,1009,43.54,2024-05-10
601,1002,449.72,2024-05-11
602,1004,68.5,2024-05-12
603,1006,170.64,2024-05-13
604,1008,409.72,2024-05-14
605,1001,302.68,2024-05-15
606,1003,202.88,2024-05-16
607,1006,241.98,2024-05-17
608,1000,428.73,2024-05-18
609,1001,176.6,2024-05-19
610,1008,436.13,2024-05-20
611,1009,53.19,2024-05-21
612,1006,390.63,2024-05-22
613,1009,425.3,2024-05-23
614,1006,99.09,2024-05-24
615,1005,220.87,2024-05-25
616,1002,91.09,2024-05-26
617,1009,356.24,2024-05-27
618,1002,272.32,2024-05-28
619,1001,321.31,2024-05-29
620,1005,106.28,2024-05-30
621,1003,113.76,2024-05-31
622,1004,30.33,2024-06-01
623,1002,167.81,2024-06-02
624,1005,284.27,2024-06-03
625,1002,430.39,2024-06-04
626,1007,336.79,2024-06-05
627,1008,223.34,2024-06-06
628,1003,477.03,2024-06-07
629,1008,362.43,2024-06-08
630,1006,465.78,2024-06-09
631,1002,268.52,2024-06-10
632,1006,136.86,2024-06-11
633,1000,35.89,2024-06-12
634,1002,365.78,2024-06-13
635,1005,69.44,2024-06-14
636,1003,158.36,2024-06-15
637,1006,270.91,2024-06-16
638,1002,286.56,2024-06-17
639,1000,304.29,2024-06-18
640,1008,91.47,2024-06-19
641,1005,196.07,2024-06-20
642,1007,312.43,2024-06-21
643,1002,485.21,2024-06-22
644,1007,366.54,2024-06-23
645,1001,462.08,2024-06-24
646,1003,383.48,2024-06-25
647,1002,299.94,2024-06-26
648,1009,104.09,2024-06-27
649,1000,336.68,2024-06-28
650,1006,315.46,2024-06-29
651,1009,305.21,2024-06-30
652,1001,250.0,2024-07-01
653,1003,269.04,2024-07-02
654,1008,173.88,2024-07-03
655,1005,264.46,2024-07-04
656,1007,106.8,2024-07-05
657,1001,404.54,2024-07-06
658,1006,101.03,2024-07-07
659,1005,51.63,2024-07-08
660,1008,223.76,2024-07-09
661,1006,332.57,2024-07-10
662,1000,224.48,2024-07-11
663,1007,145.61,2024-07-12
664,1009,283.5,2024-07-13
665,1002,180.03,2024-07-14
666,1001,467.11,2024-07-15
667,1002,462.1,2024-07-16
668,1005,256.16,2024-07-17
669,1002,170.66,2024-07-18
670,1009,371.19,2024-07-19
671,1004,27.99,2024-07-20
672,1005,242.64,2024-07-21
673,1007,174.8,2024-07-22
674,1006,461.06,2024-07-23
675,1007,15.88,2024-07-24
676,1002,280.88,2024-07-25
677,1003,372.93,2024-07-26
678,1005,247.66,2024-07-27
679,1006,51.85,2024-07-28
680,1008,486.51,2024-07-29
681,1000,263.83,2024-07-30
682,1007,310.95,2024-07-31
683,1007,125.94,2024-08-01
684,1005,246.91,2024-08-02
685,1003,220.28,2024-08-03
686,1002,46.7,2024-08-04
687,1002,62.02,2024-08-05
688,1005,420.36,2024-08-06
689,1007,127.51,2024-08-07
690,1006,105.53,2024-08-08
691,1000,257.41,2024-08-09
692,1005,386.69,2024-08-10
693,1006,40.35,2024-08-11
694,1006,292.64,2024-08-12
695,1008,68.41,2024-08-13
696,1009,27.87,2024-08-14
697,1004,35.84,2024-08-15
698,1000,418.74,2024-08-16
699,1001,67.81,2024-08-17
700,1003,32.12,2024-08-18
701,1004,224.57,2024-08-19
702,1008,423.56,2024-08-20
703,1000,138.58,2024-08-21
704,1002,216.64,2024-08-22
705,1004,29.56,2024-08-23
706,1002,230.05,2024-08-24
707,1003,293.03,2024-08-25
708,1002,289.74,2024-08-26
709,1003,172.89,2024-08-27
710,1000,164.61,2024-08-28
711,1007,62.25,2024-08-29
712,1003,189.73,2024-08-30
713,1006,58.75,2024-08-31
714,1001,385.63,2024-09-01
715,1001,483.47,2024-09-02
716,1005,485.34,2024-09-03
717,1001,433.88,2024-09-04
718,1005,304.39,2024-09-05
719,1001,353.42,2024-09-06
720,1003,149.75,2024-09-07
721,1006,319.08,2024-09-08
722,1007,233.27,2024-09-09
723,1002,246.19,2024-09-10
724,1008,381.31,2024-09-11
725,1001,148.14,2024-09-12
726,1007,165.84,2024-09-13
727,1007,463.07,2024-09-14
728,1003,37.55,2024-09-15
729,1000,247.96,2024-09-16
730,1000,457.27,2024-09-17
731,1001,309.08,2024-09-18
732,1008,277.74,2024-09-19
733,1001,132.37,2024-09-20
734,1001,178.2,2024-09-21
735,1005,427.5,2024-09-22
736,1006,284.02,2024-09-23
737,1006,262.22,2024-09-24
738,1008,58.79,2024-09-25
739,1005,17.85,2024-09-26
740,1007,482.21,2024-09-27
741,1005,194.72,2024-09-28
742,1001,305.57,2024-09-29
743,1000,49.06,2024-09-30
744,1004,344.73,2024-10-01
745,1008,466.96,2024-10-02
746,1007,292.08,2024-10-03
747,1003,71.8,2024-10-04
748,1004,295.04,2024-10-05
749,1004,385.51,2024-10-06
750,1005,209.14,2024-10-07
751,1002,441.12,2024-10-08
752,1004,327.85,2024-10-09
753,1001,450.63,2024-10-10
754,1009,315.52,2024-10-11
755,1000,74.33,2024-10-12
756,1000,161.75,2024-10-13
757,1009,108.88,2024-10-14
758,1006,455.32,2024-10-15
759,1001,382.6,2024-10-16
760,1003,341.44,2024-10-17
761,1004,157.47,2024-10-18
762,1006,100.18,2024-10-19
763,1001,380.66,2024-10-20
764,1005,242.34,2024-10-21
765,1000,120.64,2024-10-22
766,1006,312.14,2024-10-23
767,1008,29.76,2024-10-24
768,1004,169.82,2024-10-25
769,1004,239.59,2024-10-26
770,1003,82.5,2024-10-27
771,1002,492.48,2024-10-28
772,1008,112.46,2024-10-29
773,1004,73.87,2024-10-30
774,1007,109.73,2024-10-31
775,1008,386.84,2024-11-01
776,1004,218.5,2024-11-02
777,1009,287.05,2024-11-03
778,1008,20.29,2024-11-04
779,1001,26.87,2024-11-05
780,1008,228.45,2024-11-06
781,1003,410.16,2024-11-07
782,1005,443.77,2024-11-08
783,1005,52.49,2024-11-09
784,1005,273.8,2024-11-10
785,1001,457.48,2024-11-11
786,1006,200.11,2024-11-12
787,1005,416.49,2024-11-13
788,1000,75.51,2024-11-14
789,1001,468.34,2024-11-15
790,1006,378.2,2024-11-16
791,1000,471.25,2024-11-17
792,1000,341.54,2024-11-18
793,1000,188.07,2024-11-19
794,1007,469.71,2024-11-20
795,1003,145.03,2024-11-21
796,1003,172.76,2024-11-22
797,1001,353.4,2024-11-23
798,1000,385.0,2024-11-24
799,1009,465.41,2024-11-25
800,1008,110.35,2024-11-26
801,1006,401.02,2024-11-27
802,1003,371.89,2024-11-28
803,1005,41.26,2024-11-29
804,1001,199.74,2024-11-30
805,1006,148.56,2024-12-01
806,1001,159.2,2024-12-02
807,1009,491.64,2024-12-03
808,1007,324.96,2024-12-04
809,1007,361.66,2024-12-05
810,1000,488.54,2024-12-06
811,1007,194.83,2024-12-07
812,1001,402.9,2024-12-08
813,1005,222.92,2024-12-09
814,1000,436.07,2024-12-10
815,1004,98.52,2024-12-11
816,1006,474.37,2024-12-12
817,1009,117.2,2024-12-13
818,1000,169.85,2024-12-14
819,1001,380.53,2024-12-15
820,1006,202.94,2024-12-16
821,1005,308.02,2024-12-17
822,1002,227.84,2024-12-18
823,1009,373.76,2024-12-19
824,1001,121.88,2024-12-20
825,1009,38.64,2024-12-21
826,1003,156.97,2024-12-22
827,1002,242.41,2024-12-23
828,1006,92.33,2024-12-24
829,1007,183.85,2024-12-25
830,1001,205.99,2024-12-26
831,1009,38.12,2024-12-27
832,1006,295.82,2024-12-28
833,1007,443.33,2024-12-29
834,1005,84.35,2024-12-30
835,1005,302.93,2024-12-31
836,1009,335.72,2025-01-01
837,1000,215.47,2025-01-02
838,1003,353.54,2025-01-03
839,1000,211.26,2025-01-04
840,1003,257.27,2025-01-05
841,1001,13.6,2025-01-06
842,1004,348.94,2025-01-07
843,1009,334.06,2025-01-08
844,1008,28.82,2025-01-09
845,1009,190.44,2025-01-10
846,1002,489.73,2025-01-11
847,1007,216.16,2025-01-12
848,1002,255.95,2025-01-13
849,1005,455.87,2025-01-14
850,1003,361.46,2025-01-15
851,1007,295.21,2025-01-16
852,1005,400.92,2025-01-17
853,1007,433.54,2025-01-18
854,1000,233.88,2025-01-19
855,1005,242.8,2025-01-20
856,1000,199.16,2025-01-21
857,1000,483.69,2025-01-22
858,1007,351.61,2025-01-23
859,1006,50.78,2025-01-24
860,1002,432.85,2025-01-25
861,1005,245.47,2025-01-26
862,1008,43.69,2025-01-27
863,1006,279.36,2025-01-28
864,1002,214.41,2025-01-29
865,1005,440.1,2025-01-30
866,1003,109.96,2025-01-31
867,1002,414.97,2025-02-01
868,1008,283.27,2025-02-02
869,1009,36.76,2025-02-03
870,1001,486.2,2025-02-04
871,1000,261.18,2025-02-05
872,1001,152.53,2025-02-06
873,1006,240.01,2025-02-07
874,1009,430.35,2025-02-08
875,1000,159.4,2025-02-09
876,1005,104.41,2025-02-10
877,1006,73.24,2025-02-11
878,1008,155.95,2025-02-12
879,1007,392.22,2025-02-13
880,1005,241.1,2025-02-14
881,1002,121.47,2025-02-15
882,1007,91.43,2025-02-16
883,1006,173.04,2025-02-17
884,1002,470.56,2025-02-18
885,1008,178.08,2025-02-19
886,1001,494.18,2025-02-20
887,1002,247.76,2025-02-21
888,1001,97.79,2025-02-22
889,1000,446.66,2025-02-23
890,1003,235.57,2025-02-24
891,1004,357.74,2025-02-25
892,1005,492.02,2025-02-26
893,1004,34.59,2025-02-27
894,1000,57.38,2025-02-28
895,1002,363.02,2025-03-01
896,1000,148.09,2025-03-02
897,1004,100.31,2025-03-03
898,1004,29.29,2025-03-04
899,1005,20.7,2025-03-05
900,1007,389.5,2025-03-06
901,1009,75.87,2025-03-07
902,1000,239.18,2025-03-08
903,1003,306.89,2025-03-09
904,1009,219.89,2025-03-10
905,1000,23.28,2025-03-11
906,1008,393.92,2025-03-12
907,1006,15.15,2025-03-13
908,1006,383.33,2025-03-14
909,1004,447.72,2025-03-15
910,1006,222.09,2025-03-16
911,1001,272.42,2025-03-17
912,1003,243.72,2025-03-18
913,1006,200.71,2025-03-19
914,1002,444.84,2025-03-20
915,1001,448.03,2025-03-21
916,1009,174.55,2025-03-22
917,1001,311.38,2025-03-23
918,1000,464.18,2025-03-24
919,1004,481.41,2025-03-25
920,1005,259.39,2025-03-26
921,1005,231.88,2025-03-27
922,1008,146.56,2025-03-28
923,1003,479.85,2025-03-29
924,1000,79.98,2025-03-30
925,1005,294.12,2025-03-31
926,1004,148.45,2025-04-01
927,1009,146.71,2025-04-02
928,1005,208.43,2025-04-03
929,1002,499.41,2025-04-04
930,1001,36.93,2025-04-05
931,1005,293.49,2025-04-06
932,1000,50.46,2025-04-07
933,1006,85.72,2025-04-08
934,1006,225.39,2025-04-09
935,1009,260.13,2025-04-10
936,1006,136.81,2025-04-11
937,1009,165.06,2025-04-12
938,1000,52.61,2025-04-13
939,1003,158.58,2025-04-14
940,1006,483.61,2025-04-15
941,1008,472.91,2025-04-16
942,1004,174.09,2025-04-17
943,1001,289.72,2025-04-18
944,1006,455.7,2025-04-19
945,1009,13.03,2025-04-20
946,1000,407.23,2025-04-21
947,1006,474.7,2025-04-22
948,1005,54.75,2025-04-23
949,1006,89.11,2025-04-24
950,1009,480.77,2025-04-25
951,1002,273.39,2025-04-26
952,1002,16.96,2025-04-27
953,1006,136.24,2025-04-28
954,1001,230.47,2025-04-29
955,1000,349.53,2025-04-30
956,1008,369.25,2025-05-01
957,1008,497.76,2025-05-02
958,1006,150.88,2025-05-03
959,1006,273.73,2025-05-04
960,1002,271.33,2025-05-05
961,1009,208.77,2025-05-06
962,1001,92.89,2025-05-07
963,1006,488.95,2025-05-08
964,1008,428.13,2025-05-09
965,1000,254.18,2025-05-10
966,1003,305.59,2025-05-11
967,1005,121.36,2025-05-12
968,1006,276.46,2025-05-13
969,1009,350.54,2025-05-14
970,1006,262.43,2025-05-15
971,1009,495.24,2025-05-16
972,1001,309.56,2025-05-17
973,1003,191.78,2025-05-18
974,1004,388.35,2025-05-19
975,1000,93.53,2025-05-20
976,1000,198.41,2025-05-21
977,1009,180.01,2025-05-22
978,1002,221.59,2025-05-23
979,1009,393.07,2025-05-24
980,1002,247.24,2025-05-25
981,1007,399.07,2025-05-26
982,1008,292.48,2025-05-27
983,1000,177.61,2025-05-28
984,1001,406.89,2025-05-29
985,1009,126.76,2025-05-30
986,1001,119.95,2025-05-31
987,1003,257.21,2025-06-01
988,1001,137.82,2025-06-02
989,1006,14.45,2025-06-03
990,1008,327.67,2025-06-04
991,1006,260.44,2025-06-05
992,1005,228.3,2025-06-06
993,1009,483.81,2025-06-07
994,1000,289.89,2025-06-08
995,1009,433.08,2025-06-09
996,1008,78.33,2025-06-10
997,1004,288.91,2025-06-11
998,1004,435.31,2025-06-12
999,1005,295.72,2025-06-13
1000,1008,361.83,2025-06-14
